,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
224,data_obs,cen0bPass,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtcen0bPass,16_Data,Data,,,,,,
225,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
226,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
227,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
228,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
229,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
230,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
231,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
232,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
233,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPassJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
234,16_signalRSGluon2000,cen0bPass,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen0bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
235,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPass,16_signalRSGluon2500,g_{RS} (3 TeV),,,lnN,,,1.018
236,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassPILEUPup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
237,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassPILEUPdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
238,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassPDFup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
239,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassPDFdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
240,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassJESup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
241,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassJESdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
242,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassJERup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
243,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPassJERdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
244,16_signalRSGluon2500,cen0bPass,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtcen0bPass,16_signalRSGluon2500,g_{RS} (3 TeV),,,,,,
245,16_TTbar,cen0bPass,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPass,16_TTbar,t#bar{t},,,lnN,,,1.018
246,16_TTbar,cen0bPass,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPass,16_TTbar,t#bar{t},,,lnN,,,1.2
247,16_TTbar,cen0bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
248,16_TTbar,cen0bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
249,16_TTbar,cen0bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
250,16_TTbar,cen0bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
251,16_TTbar,cen0bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
252,16_TTbar,cen0bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
253,16_TTbar,cen0bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
254,16_TTbar,cen0bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPassJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
255,16_TTbar,cen0bPass,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen0bPass,16_TTbar,t#bar{t},,,,,,
256,data_obs,fwd0bPass,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtfwd0bPass,16_Data,Data,,,,,,
257,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
258,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
259,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
260,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
261,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
262,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
263,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
264,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
265,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPassJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
266,16_signalRSGluon2000,fwd0bPass,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
267,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPass,16_signalRSGluon2500,g_{RS} (3 TeV),,,lnN,,,1.018
268,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassPILEUPup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
269,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassPILEUPdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
270,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassPDFup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
271,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassPDFdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
272,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassJESup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
273,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassJESdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
274,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassJERup,16_signalRSGluon2500,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
275,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPassJERdown,16_signalRSGluon2500,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
276,16_signalRSGluon2500,fwd0bPass,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2500.root,MttvsMtfwd0bPass,16_signalRSGluon2500,g_{RS} (3 TeV),,,,,,
277,16_TTbar,fwd0bPass,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPass,16_TTbar,t#bar{t},,,lnN,,,1.018
278,16_TTbar,fwd0bPass,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPass,16_TTbar,t#bar{t},,,lnN,,,1.2
279,16_TTbar,fwd0bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
280,16_TTbar,fwd0bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
281,16_TTbar,fwd0bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
282,16_TTbar,fwd0bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
283,16_TTbar,fwd0bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
284,16_TTbar,fwd0bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
285,16_TTbar,fwd0bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
286,16_TTbar,fwd0bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPassJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
287,16_TTbar,fwd0bPass,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd0bPass,16_TTbar,t#bar{t},,,,,,
288,data_obs,fwd0bFail,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtfwd0bFail,16_Data,Data,,,,,,
289,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
290,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
291,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
292,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
293,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
294,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
295,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
296,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
297,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFailJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
298,16_signalRSGluon2000,fwd0bFail,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd0bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
